Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
321950758715,43,F,4000.00,BA,14.0000,40,2021-01-22,6,45000.00,51750.00,28,12,6,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,0.00,58672.32,Nao
322096468715,53,M,2800.00,PA,22.0000,100,2022-12-15,94,30000.00,34500.00,10,6,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,34710.01,2200.10,Nao
321972720715,37,M,35000.00,PR,14.0000,50,2021-05-07,20,100000.00,115000.00,30,4,18,4,CASADO (A),Nenhum,N,0.00,0,NULL,38241.91,94283.85,Nao
322089457715,24,M,2281.00,PE,18.0000,80,2022-11-11,80,35000.00,40250.00,1,1,0,2,CASADO (A),NULL,N,0.00,11,315,41353.88,743.73,Sim
322012174715,36,M,8000.00,MS,18.0000,90,2021-10-22,77,50000.00,57500.00,1,0,1,1,CASADO (A),NULL,N,0.00,24,708,59307.43,661.10,Sim
322029808715,31,F,2500.00,MG,21.0000,60,2022-01-07,43,10000.00,11500.00,21,20,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,7995.00,4593.77,Nao
321953393715,42,F,2000.00,MA,21.0000,50,2021-02-02,29,8000.00,9200.00,31,13,14,3,SOLTEIRO(A),Nenhum,N,0.00,2,41,3294.64,7293.50,Nao
322069743715,39,M,15000.00,PI,19.0000,190,2022-08-26,225,450000.00,517500.00,3,0,2,3,CASADO (A),NULL,N,0.00,7,194,535474.40,4997.70,Sim
322063007715,50,F,8500.00,PE,24.0000,36,2022-06-29,36,15000.00,17250.00,4,2,2,0,CASADO (A),Nenhum,N,0.00,12,344,17361.92,2276.83,Sim
322025523715,53,M,3000.00,MG,18.0000,60,2021-12-16,45,25000.00,28750.00,5,4,0,0,SOLTEIRO(A),NULL,N,0.00,17,498,27930.31,2525.29,Sim
321964820715,42,M,5000.00,PE,16.0000,120,2021-03-30,125,230000.00,264500.00,2,2,0,1,CASADO (A),NULL,N,0.00,29,862,268033.35,2568.18,Sim
322097222715,43,M,1750.00,MG,22.0000,100,2022-12-20,94,40000.00,46000.00,5,5,0,1,CASADO (A),Nenhum,N,0.00,5,133,47797.22,1460.00,Sim
322059173715,30,F,2500.00,PR,23.0000,48,2022-06-13,35,10000.00,11500.00,4,3,1,0,SOLTEIRO(A),NULL,N,0.00,13,376,11593.65,1071.01,Sim
322094874715,53,M,11000.00,SP,12.6000,80,2022-12-06,94,45000.00,51750.00,9,8,1,0,CASADO (A),NULL,N,0.00,2,41,45405.42,5765.75,Nao
322034495715,27,F,4000.00,BA,18.0000,60,2022-01-30,60,35000.00,40250.00,4,4,0,1,SOLTEIRO(A),Nenhum,N,0.00,17,498,39470.05,2804.76,Sim
322009461715,46,F,1600.00,SP,21.0000,50,2021-10-11,38,15000.00,17250.00,22,4,18,3,CASADO (A),NULL,N,0.00,1,11,4499.60,14264.06,Nao
322072914715,39,F,1800.00,SP,20.0000,100,2022-09-05,91,45000.00,51750.00,14,4,1,0,CASADO (A),NULL,N,0.00,0,NULL,46838.25,7776.62,Nao
322050569715,48,M,4600.00,SP,20.0000,100,2022-04-23,84,30000.00,34500.00,18,3,12,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,29789.72,7037.53,Nao
321951103715,51,M,6840.35,MA,21.0000,75,2021-01-23,45,50000.00,57500.00,33,24,5,2,CASADO (A),NULL,N,0.00,0,NULL,26747.15,37398.53,Nao
322055468715,28,M,9000.00,SP,18.0000,170,2022-05-23,156,300000.00,345000.00,12,8,1,1,CASADO (A),NULL,N,0.00,6,162,337484.10,21205.17,Sim
322033620715,38,M,2400.00,SP,23.0000,60,2022-01-25,43,10000.00,11500.00,21,5,0,2,CASADO (A),NULL,N,0.00,0,NULL,7988.46,4855.93,Nao
321987008715,29,M,1600.00,MA,20.0000,170,2021-07-09,179,70000.00,80500.00,9,6,0,2,SOLTEIRO(A),NULL,N,0.00,19,680,81160.01,4521.51,Sim
321973115715,52,M,15000.00,SP,20.0000,200,2021-05-07,221,120000.00,138000.00,3,2,0,1,CASADO (A),Nenhum,N,0.00,26,771,144040.01,1278.00,Sim
322017058715,21,F,1400.00,SP,24.0000,36,2021-11-13,17,3000.00,3450.00,24,17,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,1280.04,2688.74,Nao
321975777715,74,M,13000.00,PA,19.0000,190,2021-05-20,175,100000.00,115000.00,14,0,2,1,CASADO (A),NULL,N,0.00,16,468,116009.31,5800.19,Sim
321989501715,43,F,4000.00,SP,20.0000,200,2021-07-20,221,150000.00,172500.00,11,7,1,3,CASADO (A),NULL,N,0.00,16,589,175962.27,5868.60,Sim
322062054715,20,M,2500.00,GO,20.0000,100,2022-06-24,89,25000.00,28750.00,4,3,1,0,SOLTEIRO(A),NULL,N,0.00,13,376,29265.88,1230.32,Sim
322078362715,43,F,5000.00,SP,21.0000,80,2022-09-19,68,40000.00,46000.00,14,8,2,1,CASADO (A),NULL,N,0.00,0,NULL,42010.01,6935.90,Nao
321946988715,33,M,1800.00,CE,18.0000,100,2021-01-07,79,30000.00,34500.00,33,31,0,0,CASADO (A),NULL,N,0.00,0,NULL,23919.00,13108.96,Nao
322010236715,55,M,5000.00,MG,16.0000,100,2021-10-15,76,80000.00,92000.00,1,1,0,0,CASADO (A),NULL,N,0.00,24,708,93959.37,951.72,Sim
322075434715,34,M,4000.00,PE,20.0000,100,2022-09-02,91,30000.00,34500.00,14,14,0,0,CASADO (A),NULL,N,0.00,0,NULL,31218.02,5184.42,Nao
322021134715,38,M,7000.00,MA,14.0000,80,2021-11-28,85,60000.00,69000.00,2,2,0,0,OUTRO,NULL,N,0.00,21,617,67469.64,1725.00,Sim
321984874715,22,F,1318.00,MS,20.0000,200,2021-06-30,179,60000.00,69000.00,18,17,1,2,SOLTEIRO(A),Nenhum,N,0.00,7,194,66162.37,7600.49,Sim
321956825715,27,F,1800.00,MG,20.0000,48,2021-02-18,35,10000.00,11500.00,4,4,0,0,CASADO (A),NULL,N,0.00,29,862,11183.32,1016.68,Sim
322044830715,51,F,1600.00,MG,18.0000,100,2022-03-29,84,25000.00,28750.00,1,1,0,0,DIVORCIADO,NULL,N,0.00,17,498,29743.93,302.50,Sim
322034168715,26,M,3030.00,MG,25.0000,70,2022-03-07,66,22000.00,25300.00,2,2,0,0,CASADO (A),NULL,N,0.00,18,529,27518.26,807.66,Sim
322037904715,25,F,3500.00,RS,18.0000,55,2022-02-18,41,25000.00,28750.00,3,2,0,0,SOLTEIRO(A),NULL,N,0.00,18,529,28852.58,1651.44,Sim
321982680715,45,M,20000.00,PR,16.0000,120,2021-06-24,125,300000.00,345000.00,3,2,1,1,SOLTEIRO(A),NULL,N,0.00,25,741,347947.76,7076.31,Sim
322000394715,72,M,8300.00,SP,20.0000,60,2021-08-31,40,16000.00,18400.00,23,6,15,2,CASADO (A),NULL,N,0.00,1,11,8996.29,11173.82,Nao
322044212715,30,F,5000.00,RS,14.0000,120,2022-03-22,125,160000.00,184000.00,20,18,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,148746.39,29767.26,Nao
321996067715,51,M,2434.00,SP,20.0000,170,2021-08-14,149,120000.00,138000.00,27,1,1,1,CASADO (A),NULL,N,0.00,0,NULL,127912.62,20223.55,Nao
322054524715,35,F,3500.00,SP,23.0000,200,2022-05-16,227,150000.00,172500.00,3,1,0,1,CASADO (A),NULL,N,0.00,15,435,185155.67,1758.75,Sim
322028533715,40,M,9000.00,MG,15.0000,70,2021-12-31,50,180000.00,207000.00,22,1,3,1,CASADO (A),NULL,N,0.00,0,NULL,156086.35,53807.14,Nao
322025515715,38,F,1800.00,PI,21.0000,60,2021-12-16,42,15000.00,17250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,22,649,18414.57,307.50,Sim
322031106715,43,M,1700.00,MA,22.0000,200,2022-01-12,179,60000.00,69000.00,22,14,2,1,SOLTEIRO(A),Ensino Médio,N,0.00,0,NULL,65675.60,8683.67,Nao
322097864715,32,F,5000.00,BA,20.0000,200,2022-12-26,198,150000.00,172500.00,10,6,1,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,176175.06,5353.02,Nao
322019034715,28,F,2000.00,MG,21.0000,60,2021-11-22,39,35000.00,40250.00,21,14,1,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,17064.35,33563.83,Nao
322062095715,53,F,2500.00,GO,23.0000,36,2022-06-25,28,6000.00,6900.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,7436.23,209.59,Sim
322072570715,31,F,2000.00,SP,18.0000,80,2022-08-20,74,40000.00,46000.00,13,2,7,1,CASADO (A),NULL,N,0.00,1,11,39924.25,7929.22,Nao
322019420715,29,M,2400.00,MG,18.0000,60,2021-11-22,76,35000.00,40250.00,24,14,0,2,CASADO (A),NULL,N,0.00,0,NULL,10833.34,31174.48,Nao
321946429715,26,M,2425.00,SP,18.0000,60,2021-01-06,27,40000.00,46000.00,2,2,0,0,SOLTEIRO(A),NULL,N,0.00,32,953,47186.92,1600.00,Sim
322061312715,31,F,3722.00,PR,22.0000,190,2022-06-21,179,100000.00,115000.00,17,12,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,87560.73,39126.83,Nao
321996849715,30,F,3000.00,PB,21.0000,50,2021-08-17,38,13000.00,14950.00,15,8,7,2,SOLTEIRO(A),NULL,N,0.00,12,344,12194.42,3886.33,Sim
322084597715,33,M,2400.00,MG,21.0000,60,2022-10-21,49,16000.00,18400.00,8,2,4,2,CASADO (A),Nenhum,N,0.00,2,41,17090.72,2672.13,Nao
322089517715,32,F,4000.00,SP,20.0000,200,2022-11-23,225,350000.00,402500.00,8,1,5,2,DIVORCIADO,NULL,N,0.00,3,71,413712.37,10043.92,Nao
322000550715,36,F,2000.00,GO,13.0000,60,2021-08-31,40,15000.00,17250.00,25,14,1,0,SOLTEIRO(A),Nenhum,N,0.00,1,11,10069.56,7494.81,Nao
322068399715,45,M,2000.00,BA,20.0000,100,2022-07-28,85,30000.00,34500.00,7,1,3,0,CASADO (A),NULL,N,0.00,8,225,33874.45,2556.36,Sim
322071024715,46,M,8000.00,SP,24.0000,36,2022-08-12,36,9000.00,10350.00,8,6,2,3,CASADO (A),Nenhum,N,0.00,3,71,8854.94,2733.50,Nao
322000894715,40,M,4200.00,MS,20.0000,200,2021-09-02,221,160000.00,184000.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,24,708,193012.00,1136.00,Sim
322065310715,30,M,10000.00,SP,21.0000,80,2022-07-12,74,70000.00,80500.00,14,14,0,5,CASADO (A),NULL,N,0.00,0,NULL,25834.76,59573.46,Nao
321996692715,31,M,5000.00,SP,22.0000,200,2021-08-17,175,100000.00,115000.00,13,12,0,1,SOLTEIRO(A),NULL,N,0.00,14,406,116904.55,6370.00,Sim
322041807715,27,M,1300.00,MG,9.0000,60,2022-03-11,44,10000.00,11500.00,18,3,3,1,OUTRO,NULL,N,0.00,2,41,7640.53,3281.52,Nao
322042513715,49,M,1320.00,PR,18.0000,55,2022-03-17,41,25000.00,28750.00,18,15,0,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,32799.76,Nao
322012063715,32,F,3200.00,SP,19.0000,190,2021-10-22,225,260000.00,299000.00,12,2,1,1,SOLTEIRO(A),NULL,N,0.00,13,376,301006.56,11490.96,Sim
322050743715,57,M,4000.00,SP,25.0000,200,2022-04-29,227,200000.00,230000.00,1,1,0,2,CASADO (A),NULL,N,0.00,17,498,252357.93,802.34,Sim
321987659715,42,F,1200.00,MG,24.0000,36,2021-07-14,10,10000.00,11500.00,6,0,0,0,SOLTEIRO(A),Nenhum,N,0.00,22,649,10750.73,2133.30,Sim
321949899715,29,M,2000.00,MG,21.0000,25,2021-01-19,-7,9000.00,10350.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,12507.97,Nao
322084851715,32,M,2000.00,MG,20.0000,90,2022-10-18,82,30000.00,34500.00,13,9,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,31056.84,5341.33,Nao
322026843715,24,M,2800.00,SP,18.0000,90,2021-12-21,80,30000.00,34500.00,21,18,1,0,SOLTEIRO(A),NULL,N,0.00,2,41,27405.21,8842.51,Nao
321948449715,44,M,2500.00,SP,21.0000,80,2021-01-12,77,25000.00,28750.00,17,4,2,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,25541.37,5430.20,Sim
322081612715,21,M,3000.00,SP,24.0000,36,2022-09-30,30,3700.00,4255.00,5,4,1,2,CASADO (A),NULL,N,0.00,6,162,4118.31,661.75,Sim
321990747715,32,M,4000.00,RS,18.0000,100,2021-07-23,75,50000.00,57500.00,28,7,15,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,42839.81,17558.28,Nao
322050320715,49,M,4000.00,MG,18.0000,90,2022-04-22,85,60000.00,69000.00,19,11,3,0,CASADO (A),NULL,N,0.00,0,NULL,56326.90,16030.76,Nao
322053494715,48,F,6000.00,GO,28.0000,48,2022-05-16,36,15000.00,17250.00,2,2,0,1,CASADO (A),NULL,N,0.00,16,468,19221.94,831.65,Sim
322041443715,54,M,4200.00,SP,25.0000,200,2022-03-09,227,150000.00,172500.00,18,13,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,178739.94,11108.37,Nao
322004798715,32,M,4000.00,RJ,12.0000,180,2021-10-06,221,130000.00,149500.00,1,1,0,0,OUTRO,NULL,N,0.00,24,708,146871.13,816.01,Sim
322069033715,22,M,2000.00,MG,21.0000,80,2022-09-21,89,30000.00,34500.00,4,0,4,2,SOLTEIRO(A),NULL,N,0.00,10,284,35363.44,1496.74,Sim
322059011715,45,M,2800.00,SP,18.0000,35,2022-06-08,19,10000.00,11500.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,16,468,11910.76,344.88,Sim
322033461715,38,M,10000.00,MG,25.0000,200,2022-02-18,227,150000.00,172500.00,3,2,0,1,SOLTEIRO(A),NULL,N,0.00,18,529,188296.77,1805.25,Sim
322046448715,50,M,50000.00,GO,17.0000,140,2022-03-31,125,300000.00,345000.00,17,6,0,4,CASADO (A),NULL,N,0.00,0,NULL,108180.58,246902.91,Nao
321951882715,61,F,2000.00,AL,24.0000,36,2021-01-27,8,7000.00,8050.00,6,1,3,1,SOLTEIRO(A),Nenhum,N,0.00,27,802,7742.56,1503.80,Sim
322065216715,24,F,2000.00,GO,21.0000,40,2022-07-12,25,13000.00,14950.00,14,8,1,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,4988.67,11060.09,Nao
322080494715,29,F,3500.00,SP,19.0000,190,2022-09-29,185,100000.00,115000.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,11,315,119424.77,744.09,Sim
322040635715,52,M,3000.00,MA,21.0000,45,2022-03-07,33,10000.00,11500.00,5,2,1,1,DIVORCIADO,NULL,N,0.00,15,435,11086.96,1382.60,Sim
321981053715,38,M,2500.00,BA,21.0000,50,2021-06-15,37,7000.00,8050.00,2,2,0,1,CASADO (A),NULL,N,0.00,27,802,8484.77,274.40,Sim
322032304715,44,M,15000.00,RN,24.0000,240,2022-01-18,225,350000.00,402500.00,22,13,3,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,397446.99,44627.48,Nao
322083392715,48,M,16000.00,GO,20.0000,200,2022-10-13,225,500000.00,575000.00,13,9,3,2,CASADO (A),NULL,N,0.00,0,NULL,581951.52,23217.34,Nao
322030626715,37,F,1200.00,CE,22.0000,200,2022-01-10,179,60000.00,69000.00,22,8,0,0,CASADO (A),Nenhum,N,0.00,0,NULL,65682.00,8666.99,Nao
322071193715,53,F,2500.00,BA,20.0000,200,2022-08-12,193,100000.00,115000.00,15,3,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,115675.02,5336.47,Nao
322096547715,22,F,3900.00,MT,16.0000,20,2022-12-23,11,40000.00,46000.00,9,0,9,2,SOLTEIRO(A),Nenhum,N,0.00,1,11,24009.54,23927.98,Nao
322020351715,24,F,3500.00,MT,24.0000,20,2021-11-25,8,4000.00,4600.00,12,2,5,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,5234.19,Nao
322065692715,48,F,2500.00,PE,23.0000,200,2022-07-14,193,120000.00,138000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,149012.52,469.00,Sim
322047743715,49,M,2000.00,GO,25.0000,200,2022-04-20,185,100000.00,115000.00,16,9,4,2,DIVORCIADO,NULL,N,0.00,2,133,119920.04,6580.30,Nao
322027905715,27,M,3850.00,MG,16.0000,35,2021-12-28,17,30000.00,34500.00,22,15,7,3,OUTRO,NULL,N,0.00,0,NULL,7814.97,28606.44,Nao
322037822715,25,M,3500.00,PB,20.0000,100,2022-02-21,84,40000.00,46000.00,4,0,3,0,SOLTEIRO(A),NULL,N,0.00,17,498,46794.23,1966.00,Sim
322026665715,40,M,2100.00,MG,18.0000,80,2021-12-21,89,30000.00,34500.00,2,1,1,0,CASADO (A),NULL,N,0.00,21,617,34908.19,892.50,Sim
321948455715,43,F,2000.00,SC,22.0000,180,2021-01-13,175,70000.00,80500.00,8,1,4,1,CASADO (A),NULL,N,0.00,25,741,83427.30,3890.69,Sim
322060742715,44,M,2000.00,MG,23.0000,60,2022-06-18,46,15000.00,17250.00,15,15,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,14062.58,5057.72,Nao
321947525715,28,M,2050.00,SP,21.0000,60,2021-01-08,30,40000.00,46000.00,3,2,0,1,OUTRO,NULL,N,0.00,31,924,47496.30,1984.91,Sim
321966352715,23,F,1200.00,MG,18.0000,100,2021-04-08,79,25000.00,28750.00,30,7,19,2,SOLTEIRO(A),NULL,N,0.00,1,162,20825.01,10213.89,Nao
322081685715,46,M,18003.00,RS,7.0000,75,2022-10-01,64,30000.00,34500.00,11,1,9,1,OUTRO,NULL,N,0.00,1,11,27423.17,4752.66,Nao
322019963715,33,F,4200.00,MG,20.0000,200,2021-12-10,227,150000.00,172500.00,15,7,7,4,SOLTEIRO(A),NULL,N,0.00,2,41,173558.36,8965.07,Nao
321968648715,43,M,5000.00,SP,21.0000,55,2021-04-17,25,7000.00,8050.00,17,3,2,1,SOLTEIRO(A),Nenhum,N,0.00,14,406,6057.53,2861.39,Sim
321999577715,56,M,6000.00,PR,15.0000,150,2021-08-27,125,140000.00,161000.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,24,708,161291.74,2151.52,Sim
321958853715,28,F,2500.00,GO,18.0000,60,2021-02-25,40,20000.00,23000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,31,924,23731.19,400.00,Sim
321958145715,35,M,4230.00,GO,24.0000,30,2021-02-24,0,14000.00,16100.00,26,14,6,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,12.55,19692.62,Nao
321998547715,32,M,8000.00,PR,7.0000,45,2021-08-24,20,50000.00,57500.00,17,10,3,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,53773.63,Nao
322003200715,28,F,4000.00,SP,20.0000,200,2021-09-20,221,120000.00,138000.00,23,7,6,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,135339.65,10557.21,Nao
322039865715,35,F,4000.00,SC,20.0000,100,2022-02-28,84,40000.00,46000.00,3,1,1,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,47268.73,1452.00,Sim
322041850715,59,M,4000.00,BA,25.0000,200,2022-03-10,227,160000.00,184000.00,20,9,1,1,CASADO (A),NULL,N,0.00,0,NULL,189439.85,13807.19,Nao
322071730715,52,M,11500.00,MG,16.0000,80,2022-08-16,74,70000.00,80500.00,15,11,1,0,CASADO (A),NULL,N,0.00,0,NULL,66543.77,15632.95,Nao
321982577715,37,M,6500.00,SP,20.0000,190,2021-06-21,225,250000.00,287500.00,28,28,0,1,CASADO (A),NULL,N,0.00,0,NULL,276347.96,31668.30,Nao
322099676715,36,M,2500.00,MG,20.0000,200,2022-12-31,198,100000.00,115000.00,10,3,3,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,117460.94,3789.59,Nao
322095469715,51,F,2100.00,PA,20.0000,90,2022-12-08,84,30000.00,34500.00,6,4,2,0,VIÚVO(A),NULL,N,0.00,5,133,33959.14,2441.84,Sim
322084906715,62,M,2500.00,PR,20.0000,180,2022-10-21,198,100000.00,115000.00,9,6,0,2,CASADO (A),Nenhum,N,0.00,3,71,117552.03,3731.67,Nao
322073698715,30,F,2500.00,MG,26.0000,240,2022-08-26,227,130000.00,149500.00,1,0,1,0,SOLTEIRO(A),Nenhum,N,0.00,14,406,164797.64,687.83,Sim
322018611715,21,M,1500.00,SP,22.0000,200,2021-11-19,179,60000.00,69000.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,23,680,73522.00,369.00,Sim
321961035715,36,M,1600.00,CE,21.0000,50,2021-03-09,25,10000.00,11500.00,30,23,6,3,CASADO (A),Nenhum,N,0.00,0,NULL,2456.18,10423.14,Nao
321999991715,42,M,4500.00,SP,16.0000,240,2021-08-30,225,300000.00,345000.00,2,2,0,0,OUTRO,NULL,N,0.00,23,680,349427.86,2924.40,Sim
321968146715,34,M,4000.00,MA,24.0000,20,2021-04-22,-6,6000.00,6900.00,1,0,0,0,SOLTEIRO(A),NULL,N,0.00,19,894,7760.77,384.00,Sim
321955791715,25,M,25000.00,PR,22.0000,160,2021-02-18,133,80000.00,92000.00,2,1,0,3,SOLTEIRO(A),NULL,N,0.00,31,953,99466.01,740.00,Sim
322089121715,33,F,1825.00,SP,23.0000,60,2022-11-09,51,14000.00,16100.00,2,2,0,0,CASADO (A),NULL,N,0.00,10,284,17063.32,589.20,Sim
322051838715,61,M,2500.00,SP,21.0000,60,2022-04-30,49,20000.00,23000.00,2,2,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,24111.80,828.26,Sim
321961190715,37,F,2286.91,PE,14.0000,50,2021-03-10,20,60000.00,69000.00,3,3,0,1,SOLTEIRO(A),NULL,N,0.00,29,862,68150.14,2376.00,Sim
321952542715,53,M,8000.00,SP,15.0000,180,2021-01-29,225,150000.00,172500.00,30,2,13,2,CASADO (A),NULL,N,0.00,2,41,145098.18,34048.52,Nao
321965516715,24,F,1732.00,MT,24.0000,20,2021-04-03,-10,5000.00,5750.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,19,894,6100.52,321.08,Sim
322064357715,25,M,2700.00,RJ,25.0000,80,2022-07-07,66,19000.00,21850.00,4,3,0,0,CASADO (A),NULL,N,0.00,12,344,23067.67,1206.52,Sim
322043963715,40,M,8000.00,BA,20.0000,100,2022-03-21,89,50000.00,57500.00,20,2,2,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,48399.99,13059.47,Nao
322034693715,34,M,2000.00,PE,7.0000,80,2022-01-31,64,40000.00,46000.00,21,4,0,1,OUTRO,NULL,N,0.00,0,NULL,34190.00,8610.00,Nao
322075233715,35,M,4500.00,RS,20.0000,90,2022-09-08,91,30000.00,34500.00,14,14,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,30653.51,5665.07,Nao
321954889715,28,M,15000.00,MG,18.0000,30,2021-02-10,-1,30000.00,34500.00,27,3,17,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,38804.93,Nao
322075029715,34,F,1500.00,PA,22.0000,80,2022-09-01,91,30000.00,34500.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,36560.73,559.90,Sim
321965723715,34,M,3000.00,MG,18.0000,100,2021-04-05,76,30000.00,34500.00,19,19,0,0,SOLTEIRO(A),NULL,N,0.00,12,344,29087.67,7266.46,Sim
322009937715,43,M,5600.00,SP,22.0000,180,2021-10-14,159,120000.00,138000.00,25,11,1,1,CASADO (A),NULL,N,0.00,0,NULL,135435.00,12900.15,Nao
322031236715,57,M,5000.00,MG,18.0000,100,2022-01-13,82,25000.00,28750.00,6,4,1,0,SOLTEIRO(A),NULL,N,0.00,15,435,28221.60,1822.26,Sim
322068681715,33,F,1212.00,BA,23.0000,200,2022-08-05,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,14,406,123837.28,370.00,Sim
321997584715,23,M,1800.00,MG,20.0000,48,2021-08-19,40,14000.00,16100.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,26,771,16664.86,355.84,Sim
321983054715,37,M,3200.00,CE,14.0000,180,2021-06-23,221,120000.00,138000.00,1,1,0,2,OUTRO,NULL,N,0.00,26,771,137900.16,433.20,Sim
322032143715,28,M,16000.00,SP,22.0000,200,2022-01-18,179,60000.00,69000.00,17,14,3,6,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,67632.26,11733.89,Nao
321966122715,37,M,1300.00,PR,24.0000,30,2021-04-07,4,3000.00,3450.00,29,12,9,2,SOLTEIRO(A),Nenhum,N,0.00,1,41,86.15,4229.77,Nao
321971623715,25,M,3000.00,RJ,7.0000,50,2021-05-05,20,25000.00,28750.00,3,1,2,1,SOLTEIRO(A),Nenhum,N,0.00,27,802,25741.75,1616.24,Sim
322027547715,54,F,4000.00,SP,20.0000,200,2021-12-27,227,200000.00,230000.00,1,1,0,1,DIVORCIADO,NULL,N,0.00,20,589,241861.63,710.00,Sim
321961647715,28,F,2200.00,GO,21.0000,80,2021-03-22,77,28000.00,32200.00,1,0,0,1,SOLTEIRO(A),NULL,N,0.00,31,924,34245.22,339.50,Sim
322063953715,29,M,4000.00,PA,23.0000,200,2022-07-05,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,124177.05,390.83,Sim
322053343715,68,F,6800.00,PR,23.0000,200,2022-05-09,227,150000.00,172500.00,1,1,0,1,VIÚVO(A),NULL,N,0.00,17,498,186085.24,586.25,Sim
322035686715,57,F,3800.00,PB,20.0000,100,2022-02-05,84,40000.00,46000.00,19,14,0,3,CASADO (A),Nenhum,N,0.00,0,NULL,12975.01,35233.13,Nao
321957727715,27,F,1972.00,PR,18.0000,100,2021-02-22,79,25000.00,28750.00,31,28,2,4,SOLTEIRO(A),NULL,N,0.00,0,NULL,6631.58,23713.30,Nao
322055087715,19,M,2000.00,RS,21.0000,55,2022-05-19,46,10000.00,11500.00,18,14,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,8274.47,4340.84,Nao
321982364715,40,M,2427.07,RJ,21.0000,50,2021-06-21,29,15000.00,17250.00,25,5,19,3,SOLTEIRO(A),NULL,N,0.00,2,41,5326.09,14225.93,Nao
321968329715,45,M,4000.00,SP,24.0000,36,2021-04-16,11,3000.00,3450.00,25,24,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,4333.59,Nao
321950814715,23,F,1514.00,SP,21.0000,45,2021-01-22,13,10000.00,11500.00,21,17,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,13605.09,Nao
322069080715,20,M,1900.00,PR,22.0000,80,2022-08-01,68,30000.00,34500.00,2,1,1,4,SOLTEIRO(A),NULL,N,0.00,13,376,36417.97,547.50,Sim
322079683715,22,M,3200.00,RS,9.0000,55,2022-09-23,44,8000.00,9200.00,5,3,2,0,OUTRO,NULL,N,0.00,9,251,7983.92,795.92,Sim
322033165715,30,F,1800.00,MG,24.0000,20,2022-01-22,4,3000.00,3450.00,2,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,18,559,3615.00,385.30,Sim
